"seed","nind","size","seq","od","bias","maf","oaf","rho","ploidy","delta","pAB","pAb","paB","pab","updog_rho","polyrad_rho","uniform_rho","horse_rho"
156,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.825365714599125,0.817158032137575,0.54189437227042,0.446942306181999
109,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.872303962288021,0.871860972234209,0.857086844493711,0.863289877801767
5,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.850137061779935,0.849384601107452,0.844061353937159,0.838023955204342
81,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902748596490996,0.902450895591162,0.890000678120137,0.888609297435966
193,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.90259244737392,0.89371606730039,0.592151265042331,0.473840046630573
90,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.868940800863273,0.860247817395822,0.567875069286675,0.461303655393087
46,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895981813406197,0.891274284918957,0.737562481671645,0.663280411349049
38,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903564511898135,0.903202090988224,0.8917246549991,0.89002426161169
153,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.660757866776396,0.653616107523881,0.437231256195395,0.364396828430369
36,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
167,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.935251519213442,0.93462844552026,0.928560947351763,0.926116967648973
178,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895446218898079,0.886645041774745,0.588036704454166,0.470730962438832
102,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.890208442593773,0.88578973261053,0.732349246403167,0.645675669399047
10,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.904408908207401,0.899727075882085,0.743418639507657,0.671828940445239
32,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.955484571143136,0.950458962040979,0.780052852431163,0.709157971169727
135,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.735227367955682,0.731305595503364,0.595886355250036,0.535713140025245
115,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898237153874475,0.893511830687437,0.740213074277549,0.665745214164255
97,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897806179027431,0.89782609643709,0.884873655979599,0.883961917801791
84,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889956823853185,0.889514709832185,0.877702059823628,0.877689116017724
174,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.9049353131223,0.900273854592366,0.744006512733833,0.67014450632853
120,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.871148005209431,0.86263854015588,0.570525367081849,0.455963715541504
163,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.520241588262383,0.511978881459024,0.349556308246559,0.481843613337522
52,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.824647586512704,0.819936210189036,0.680097218920966,0.616498058545568
187,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.821545005825231,0.813405265556281,0.538789767258865,0.430820458356675
146,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.877193955727118,0.873382697817917,0.725884564712467,0.649882770051774
69,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.919287041179858,0.918172230008449,0.90122902407738,0.90663937068139
166,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.807431135809581,0.803469703703112,0.661806359910239,0.584492496835039
63,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.875275308055854,0.870497756113768,0.722460394910215,0.657833286749864
129,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.886148902517092,0.877366639422127,0.581483626412116,0.467153646897822
79,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903500922921029,0.903105164053879,0.890236317544683,0.888680321406422
68,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.909527997409812,0.904567037681596,0.750737925186076,0.687837762960735
194,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.809754464359119,0.805007291565897,0.665154762813497,0.62097380714936
57,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.88028668615766,0.879847348414779,0.857221381888268,0.864208898564775
108,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.471087351648177,-0.471318738473956,-0.303115101863688,-0.0595863040139974
31,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.889807361470195,0.880946809243163,0.583625167311729,0.471562757880766
101,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.938641052410132,0.929278525298092,0.61821095163552,0.498947439792484
17,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894232538937077,0.89386429952619,0.881485009490584,0.879605435894663
4,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906355976285597,0.905913369763466,0.893710710331861,0.892442797294565
6,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.865566141368973,0.857055083354156,0.568353343093073,0.454410081860819
100,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.95043843309002,0.940308464899295,0.603231758338722,0.456397434577114
116,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.832183083883348,0.684382950645746
6,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901604474366889,0.901295537346147,0.889313514285088,0.887214302161433
156,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.900097626869508,0.891122530255316,0.589940105919806,0.475407579120988
72,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.894041381907558,0.89374948225988,0.882007664024824,0.881810470601343
145,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.877815555218152,0.877541002182097,0.864561100532976,0.858143653991082
199,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903062358667127,0.902846979646071,0.892376277601055,0.891323547451987
131,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903244152343362,0.90291291309008,0.889730996559371,0.888654764856062
157,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903660126857311,0.898888939497052,0.748364580735864,0.674889036659641
78,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.497415592093299,0.493807664197516,0.40699892960743,0.383168904842294
46,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.876287013091023,0.872146116346526,0.722501608652991,0.639100576131758
102,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.920302366880225,0.915542810945725,0.756728081020224,0.680578789151455
60,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.778946145368603,0.61835402880253
124,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.744652286303125,0.744293276397171,0.728459533535829,0.729183888878847
87,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.915060026011428,0.906061650739781,0.600634897539938,0.481081978029811
119,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.855529459462429,0.847167248091444,0.558872195469367,0.437515305324691
80,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.963951016961194,-0.949109216457179,-0.617839432474622,-0.520152776653947
110,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.67474698327302,0.674216722950258,0.44476982262537,0.213434549664423
37,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.820772492600354,0.816888309681559,0.663103546441372,0.614507580055481
63,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.691003787539435,0.683408237231509,0.447587455886899,0.394768257085649
28,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.979098159773348,0.697361446788384
152,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89750943928648,0.897192490883268,0.884320021248182,0.882618453823334
105,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902683817806829,0.902275178571018,0.889842894482471,0.887850413680502
138,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.896874881373177,0.892171829659648,0.737520185897903,0.666817293494139
158,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.684306715704008,0.683894310184197,0.681352314711548,0.681435600262438
108,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.642179006337677,0.638479065836889,0.52693792210835,0.46250036123682
197,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.989285224509447,0.979619153233197,0.649897566365061,0.496637770398499
51,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.927454467601729,0.927607104178305,0.909903234706057,0.908578328866152
13,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.893629086671091,0.893418224969018,0.881974026331639,0.880111479485601
177,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.897410805986828,0.888455825219214,0.590537416731463,0.483600168477682
103,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.864043811102198
189,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-1,-1,-0.905356604675778,-0.894736791750131
110,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.979746847023195,0.974537221681094,0.814082319352401,0.727098179086979
14,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905770672055999,0.901105527987413,0.745016788247496,0.668312720586561
132,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.850724744454394,0.846550552229691,0.709915464469441,0.632269677929737
76,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.841741207816383,0.832654921834474,0.534538539273947,0.468069558619905
40,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.865569100380334,0.864205163260455,0.861856712503645,0.849407908224433
136,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.297104528695438,0.291494564101277,0.178636054870786,0.295977236326955
144,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.781582715713328,0.772787065809118,0.667501331758868,0.709748274069765
132,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.924908722750754,0.924579705579344,0.914952418045202,0.913702951078859
32,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.925831461517022,0.925422003085455,0.91138491711818,0.909687034417156
20,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.874204505819132,0.865551094897517,0.573083333422144,0.460638973719131
52,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,-0.916418602654721,-0.903051525539755,-0.612365338299452,-0.430077062381048
76,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
24,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881170630264526,0.873230155867477,0.583332631318206,0.322745109891922
189,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.869369365421332,0.861011313600818,0.572546856710978,0.450236813998517
86,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905671410626524,0.905377291183911,0.895232421794516,0.892883333720687
18,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,0.9482226962986
15,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.871018062496567,0.862421183258666,0.571372674448692,0.457608839777816
143,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.692878183689033,0.534399968549407
29,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.949364021860545,0.944145402059454,0.785457632771275,0.714296333057736
188,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
143,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.93081950108649,0.816881766474909
179,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.964193655364831,0.954310274668109,0.633528970298426,0.516691969517841
103,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.807162443403957,0.799879666936902,0.537000663743962,0.414167354331012
147,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.972869720045301,0.968804385711101,0.809219297654777,0.718881921522103
146,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.958483143559268,0.948625298262147,0.625934108101493,0.511412467470281
81,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.781944305959853,0.618799278642041
160,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.898849872630439,0.894206084612328,0.739090506988847,0.663110619856608
101,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
149,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.776955526676141,0.773111526611157,0.631210467288879,0.654331384384657
2,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.882698810251857,0.882991420128587,0.855502391406032,0.855495976655036
35,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.885811302500214,0.885373548854501,0.87364145552354,0.871093093041428
61,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
152,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.909832354970509,0.904945504081308,0.75231478819309,0.678952826698307
5,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.551808595036776,0.545638717868319,0.366500811438393,0.374639253363087
37,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902814241486542,0.902328867478805,0.888950022970688,0.890183232322946
72,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89530251885311,0.886403811086823,0.585718054005172,0.475091232253236
139,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.937439042258965,0.927824955268168,0.617747521193695,0.521126786855913
95,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.881623697934525,0.87670684697647,0.722422270112602,0.668759688126002
56,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.693059222029827,0.68902393063663,0.456132123586992,0.298336817333099
66,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.797413707289088,0.789300299063031,0.521278695372292,0.416619349074519
126,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.934591058668437,0.933419330828659,0.910728567465452,0.91007257034965
184,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.768334129049118,0.760489851501654,0.500907761440784,0.406454025150304
18,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.810726113706394,0.802628804138991,0.536090862659473,0.449008495794808
66,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.907504021841498,0.907170995096324,0.891422835351997,0.887336327058478
149,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.986268194255785,0.980348170581692,0.814609822566421,0.752993373221782
113,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.908206514997115,0.89922815395053,0.596258110156961,0.479841826519497
135,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.909624183305008,0.909092479324942,0.896304262854934,0.895391668627237
142,10,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.851915512132517,0.661568303501033
129,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.500473436080451,0.494806352095248,0.330840215012079,0.311708348505199
6,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.971793222930696,1
152,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.883264058601528,0.878444209610807,0.7177538927337,0.676615837691828
197,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901225703297087,0.900866107354345,0.888721669903771,0.886801419445852
177,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905454753309115,0.900652276170411,0.746949816375217,0.67425389195866
20,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.937824366257821,0.934504244285932,0.762096271014186,0.689053314845904
143,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903173076996845,0.902861273508787,0.889917032469486,0.887607430858741
154,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.778431352019942,0.771190962047179,0.512185922757856,0.379942313927836
147,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.832889661416102,0.83267109198571,0.815362760947,0.815390042775577
57,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.986949973552306,0.977559144335422,0.651297049874841,0.515009075932383
148,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.929431270038475,0.924166318569351,0.765834100148283,0.682279193350686
114,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.912682799641468,0.907784422068974,0.752268810560089,0.679088104280231
50,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905949900895119,0.907098503534727,0.900187951269003,0.887791181740376
13,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.914662547221155,0.909808161607555,0.753334925331973,0.674292979409887
107,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.905939459677389,0.901555841630676,0.742525144272615,0.66612771537539
72,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899426437489477,0.898998262650016,0.887175480324949,0.885763295238604
150,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.913029041438987,0.912792970585692,0.898331430207847,0.89697287058462
73,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.88942054313475,0.889436140657213,0.872799792097501,0.874757405623986
42,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902268037695066,0.902002787636516,0.890275839805613,0.888197007314314
11,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899909858279217,0.895146546165455,0.740435065821649,0.666352570270494
171,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.661143439550599,0.56670890814234
97,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.901083325761926,0.900625415755014,0.888364999727426,0.886374214281701
134,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.831564998854811,0.831826410916505,0.811611381302118,0.811355815909119
23,1000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.934469448882158,0.929364449945906,0.774667681544956,0.690159174736201
105,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.922463004483441,0.917611079419879,0.758673205815568,0.686511865300737
47,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.882761279436794,0.882874014489384,0.869104466680495,0.868040205163557
139,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.902844295839259,0.90246438776986,0.889742828841931,0.887615975014491
96,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.89520352000509,0.894711672584729,0.882666969734038,0.881557906516888
56,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.599033428624018,0.592882160397586,0.3875043083118,0.344922197916041
111,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.843227050410277,0.847018376180703,0.80930893261491,0.812261421647312
52,1000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.760813098866638,0.753100552711764,0.498288970105484,0.400228629337549
71,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.686055686243401,0.57786793519195
3,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.918594845264108,0.915202884578718,0.772188653566047,0.68305741373756
78,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.927334849259182,0.847198080703049
106,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.895090138651603,0.89473602048017,0.882422777980472,0.881877371147421
166,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.760183651191825,0.754000603620198,0.650731191810542,0.608195715829888
20,10,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,0.912558888778962,0.768238574594956
81,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,1,1,1
165,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.910361509690602,0.910055949209286,0.893642771852115,0.892348038459023
97,100,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.814235472791792,0.810917119115076,0.666462038827268,0.599423726033928
150,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.910860184900892,0.910819382866593,0.892882979194979,0.890536626178127
5,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.920557202260423,0.920230393085897,0.908354372625,0.908201297697279
194,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.899149559848356,0.894469971524235,0.738243474291791,0.66480056863366
132,10,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.99537106490011,0.995226125790716,0.970789484297882,0.970931454705532
101,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.912011884604629,0.902866883034737,0.597116456204391,0.482306641290885
115,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.893011963669042,0.884096950851246,0.585716708899677,0.473468840977203
128,10000,10,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.915416050865489,0.910490802823053,0.75238750004789,0.678705477905087
24,100,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,1,0.992732542095821,0.662681728853736,0.49738989909948
1,100,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.862668342074819,0.863883220870565,0.84594885952442,0.842320281655453
147,1000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.908799979551058,0.908452378360724,0.896136221372041,0.894520178294405
148,10000,100,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.906325618537799,0.90605573627456,0.893833923796617,0.891843907392341
154,10000,5,0.01,0.01,1,0.5,0.5,0.9,8,0.225,0.475,0.025,0.025,0.475,0.903817595969153,0.894826654765562,0.592888337048181,0.477830885428587
